DPP_ID,Sector,Product_Name,Manufacturer,Manufacturing_Country_ISO2,Manufacturing_Date,Product_Version,Unit_of_Measure,Product_Weight_kg,Expected_Lifetime_Years,Primary_Material_pct,Secondary_Material_pct,Other_Materials_pct,Recycled_Content_pct,Bio_Based_Content_pct,CRM_Composition_detail,CRM_Total_pct,Hazardous_Substances,Hazardous_Flag,GWP_Total_kgCO2eq,GWP_A1_A3_Extraction_kgCO2eq,GWP_A4_A5_Manufacturing_kgCO2eq,GWP_B_Use_Phase_kgCO2eq,GWP_C_EoL_kgCO2eq,LCA_Extraction_pct,LCA_Manufacturing_pct,LCA_Use_Phase_pct,LCA_EoL_pct,LCA_Sum_check,Energy_Manufacturing_MJ,Renewable_Energy_Share_pct,Water_Usage_Litres,Land_Use_m2a,Eutrophication_kgPeq,Acidification_molHp,Particulate_Matter_kgPM25eq,Resource_Depletion_kgSbeq,Recyclability_Score_pct,Repairability_Score_1_10,Durability_Index_0_1,Disassembly_Time_min,Spare_Parts_Available_Years,Design_for_Disassembly,Remanufacturing_Potential,EoL_Scenario,EoL_Recovery_Rate_pct,EoL_Treatment_Country,Collection_Infrastructure,Primary_Supply_Country,Supply_Concentration_Risk_1_10,Transport_Distance_km,Transport_GWP_kgCO2eq,Conflict_Minerals_Flag,Social_Risk_Score_1_10,Certifications,REACH_SVHC_Compliant,RoHS_Compliant,ESPR_Applicable,EU_Battery_Reg_Applicable,CRMA_Strategic_Material,DPP_Completeness_Score,DPP_Data_Quality,DPP_Verifier,DPP_Issue_Date,DPP_Expiry_Date,DPP_Standard_Version,Data_Source,Anomaly_Flag,Anomaly_Type,Anomaly_Severity,Unnamed: 70,Unnamed: 71,ANOMALY LABELS
DPP-ELE-00684,Electronics,RFID Tag Array,Knauf Insulation (DE),IT,2024-01-17,v3.0,unit,186.496,10,69.67,30.33,0,24.6,4.6,Palladium: 7.9188%; Indium: 2.3778%,10.2966,None declared,False,783098.71,103369.03,391549.35,172281.72,115898.61,13.2,50.0,22.0,14.8,100,1071.3,54.3,42460.6,92.766,10.71975,8.55298,1.488904,0.0949275,49.1,8.8,0.774,129.0,10.0,Partial,Low,Upcycling to new application,26.7,CN,Not established,BR,6.0,2965.0,,False,4.0,WEEE Directive 2012/19/EU; REACH Reg. EC/1907/2006,True,True,True,False,True,0.726,High,SGS,2024-02-02,2028-02-01,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00685,Electronics,Semiconductor Wafer (Si),Solvay SA (BE),HU,2023-08-09,v2.3,unit,155.373,8,32.8,26.83,40.37,0.3,3.3,Cobalt: 6.2988%; Palladium: 8.4446%,14.7434,None declared,False,276652.27,64459.98,91571.9,78845.9,41774.49,23.3,33.1,28.5,15.1,100,6827.41,73.9,12931.72,102.036,39.2156,7.74469,,1.4876404,16.8,4.6,0.775,152.0,7.0,Yes,Low,Landfill (residual waste),50.1,AT,PRO (Producer Responsibility),CN,,5689.0,220.979,False,1.6,EPD (Environmental Product Declaration); OEKO-TEX® STANDARD 100,True,True,False,False,True,0.728,High,DNV,2023-12-09,2024-12-08,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-ELE-00686,Electronics,Industrial IoT Sensor Module,BASF SE (DE),CH,2018-08-10,v2.2,unit,81.97,9,59.45,36.74,3.81,13.0,3.7,Gallium: 0.4154%; Palladium: 3.5437%,3.9591,PBDE,True,125690.76,28531.8,27400.59,36324.63,33433.74,22.7,21.8,28.9,26.6,,3419.13,35.0,11813.98,1.38,5.35751,6.01763,2.084659,1.3153504,28.4,4.6,0.595,25.0,5.0,Yes,Medium,Upcycling to new application,65.1,ZA,Industrial collection,NG,9.7,6625.0,135.763,False,3.2,ISO 14040/44 LCA; WEEE Directive 2012/19/EU,False,False,False,False,True,0.837,Medium,DEKRA,2019-01-11,2023-01-10,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-ELE-00687,Electronics,Semiconductor Wafer (Si),ams-OSRAM (AT),PL,2025-03-18,v5.9,unit,104.614,8,54.66,45.34,0,25.5,3,Germanium: 6.1879%; Neodymium: 2.6877%; Palladium: 3.9127%,12.7883,PBB; Hexavalent Chromium,True,406651.35,176080.03,83770.18,30905.5,115895.63,43.3,20.6,7.6,28.5,100,2654.13,64.2,21591.76,98.765,21.77708,9.14615,2.326905,1.099993,58.8,1.6,0.705,,1.0,Partial,High,Energy recovery (incineration),27.9,PE,Not established,CA,8.2,7811.0,,False,7.1,EN 15804+A2; FSC Certified; RoHS Directive 2011/65/EU,True,False,True,False,True,0.934,Medium,Bureau Veritas,2025-07-17,2026-07-17,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00688,Electronics,Wireless Earbuds,Freyr Battery (NO),NO,2021-11-13,v1.8,unit,13.507,8,64.55,23.81,11.64,16.3,0.9,Platinum: 6.9458%,6.9458,Lead solder (legacy),True,16366.11,5204.42,6579.18,1816.64,2765.87,31.8,40.2,11.1,16.9,100,204.69,41.5,6451.4,17.164,12.04255,14.82658,0.848736,1.4440613,20.1,6.6,0.61,77.0,0.0,Partial,High,Composting (bio-based only),88.3,DE,Take-back scheme,NG,9.3,3537.0,11.944,False,1.4,OEKO-TEX® STANDARD 100; FSC Certified; ISO 14001:2015; ISO 14040/44 LCA,True,False,True,,True,0.611,Medium,TÜV SÜD,2022-02-20,2023-02-20,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-ELE-00689,Electronics,Tablet Computer,Umicore NV (BE),DK,2025-08-19,v5.2,unit,199.359,8,27.73,72.27,0,8.9,4,Cobalt: 1.3945%,1.3945,None declared,False,549299.0,74704.66,193902.55,80197.65,200494.14,13.6,35.3,14.6,36.5,,2410.65,31.2,69952.17,108.771,28.63515,17.51175,3.002586,1.0674457,149.8024370292671,6.7,0.868,112.0,4.0,Partial,Low,Upcycling to new application,66.3,PT,Municipal WEEE,RU,7.8,14274.0,711.413,False,4.8,WEEE Directive 2012/19/EU; Cradle to Cradle Certified; FSC Certified; EPD (Environmental Product Declaration); EN 15804+A2,True,True,True,False,True,0.813,High,SGS,2026-01-08,2028-01-08,ESPR 2024/1781 v1.0,Modelled (SimaPro),,Recyclability >100% (constraint violation),Medium,,,
DPP-ELE-00690,Electronics,Semiconductor Wafer (Si),ams-OSRAM (AT),NO,2025-06-06,v5.9,unit,105.466,4,,65.49,0,,4.7,Dysprosium: 5.6968%; Germanium: 5.8522%; Gallium: 6.4605%,18.0095,None declared,False,227832.55,,77463.07,13897.79,106397.8,13.2,34.0,6.1,,100,4353.77,50.1,9711.52,65.327,38.29723,2.89141,0.65549,0.6923477,26.5,1.3,0.729,80.0,3.0,No,Medium,Chemical recycling (pyrolysis),52.7,FR,Take-back scheme,IN,2.7,1042.0,27.474,False,6.5,REACH Reg. EC/1907/2006; Cradle to Cradle Certified; CE Marking,True,True,False,False,True,0.458,High,DEKRA,2025-11-02,2029-11-01,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-ELE-00691,Electronics,RFID Tag Array,Automotive Cells Co. (FR),CH,2021-05-02,v2.0,unit,43.825,2,47.86,52.14,,27.9,2.2,Dysprosium: 1.7013%; Palladium: 6.3056%; Neodymium: 3.3952%,11.4021,None declared,False,44836.3,7801.52,17800.01,7353.15,11881.62,,39.7,16.4,26.5,100,926.33,73.7,6857.04,44.138,8.44177,16.7126,0.932826,0.2567626,67.2,1.9,0.96,191.0,1.0,Partial,Medium,Pyrometallurgical smelting,80.4,PE,Industrial collection,CA,5.3,13608.0,149.093,False,6.7,FSC Certified; REACH Reg. EC/1907/2006; Cradle to Cradle Certified,False,True,True,False,True,0.956,Medium,DNV,2021-06-24,2024-06-23,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00692,Electronics,Automotive ECU Module,Umicore NV (BE),FR,2021-03-31,v4.3,unit,146.399,4,,10.97,86.39,1.5,2.1,Neodymium: 0.2553%; Gallium: 1.1055%,1.3608,None declared,False,499604.06,,227319.85,110912.1,9992.08,30.3,45.5,22.2,2.0,100,1348.72,80.2,12435.08,153.958,20.68273,0.2874,3.678613,1.9766274,28.1,8.5,0.421,86.0,4.0,No,Not assessed,Pyrometallurgical smelting,17.4,HU,Take-back scheme,CN,4.9,3002.0,,False,3.9,EU Battery Regulation 2023/1542,False,True,False,False,True,,Medium,SGS,2021-06-26,2023-06-26,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-ELE-00693,Electronics,Printed Circuit Board (multilayer),Veolia Environnement (FR),SE,2018-07-29,v4.9,unit,9.775,6,63.61,36.39,0,15.5,0.3,Tantalum: 7.5615%; Palladium: 5.9529%,13.5144,Lead solder (legacy); Hexavalent Chromium,True,17202.07,6880.83,4162.9,6381.97,-223.63,40.0,24.2,37.1,-1.3,100,404.58,29.1,920.68,167.136,19.47856,13.69511,4.855776,1.7211052,65.5,1.1,0.729,175.0,,Yes,Low,Direct reuse / refurbishment,78.8,CN,PRO (Producer Responsibility),NG,5.7,,7.446,False,7.9,Cradle to Cradle Certified; FSC Certified,False,True,True,False,True,0.65,Low,TÜV SÜD,2018-09-11,2019-09-11,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-ELE-00694,Electronics,Wireless Earbuds,Victrex PLC (UK),CH,2018-08-06,v2.8,unit,178.17,4,61.63,32.7,5.67,15.8,0.8,Cobalt: 5.7257%,5.7257,PBB; PBDE,True,553523.83,176574.1,181555.82,30997.33,164396.58,31.9,32.8,5.6,29.7,100,6894.95,65.7,47709.95,,15.64388,2.88592,0.387345,0.8237117,11.4,5.9,0.723,94.0,2.0,No,Medium,Upcycling to new application,16.5,BE,Take-back scheme,ZA,3.5,12925.0,575.712,False,5.3,EPD (Environmental Product Declaration); RoHS Directive 2011/65/EU,False,False,True,False,True,0.995,High,DNV,2019-01-21,2020-01-21,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-ELE-00695,Electronics,Printed Circuit Board (multilayer),Holcim Group (CH),SE,2025-12-29,v5.6,unit,5.781,6,20.91,29.07,50.02,8.1,0.6,Gold: 6.3013%; Germanium: 2.3758%; Indium: 5.4503%,14.1274,None declared,False,8084.93,2506.33,3290.57,2457.82,-169.78,31.0,40.7,30.4,-2.1,100,69.85,3.0,2366.68,57.113,3.46058,3.86648,3.466066,0.14976,49.4,1.7,0.546,36.0,6.0,Partial,Low,Upcycling to new application,94.3,PL,Not established,US,8.0,14480.0,20.927,False,7.5,ISO 50001; EU Battery Regulation 2023/1542; CE Marking,True,True,False,False,True,0.748,Medium,SGS,2026-01-23,2027-01-23,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-ELE-00696,Electronics,Smart Meter,Holcim Group (CH),ES,2018-03-08,v4.7,unit,31.289,14,15.99,84.01,0,11.0,4,Gold: 8.4349%; Tantalum: 2.9930%; Gallium: 1.0045%,12.4324,PBDE; PBB,True,19195.05,8541.8,8349.85,5796.91,-3493.5,44.5,43.5,30.2,-18.2,100,541.82,44.9,10207.96,80.423,47.93984,9.40244,0.381814,1.5298043,60.0,3.2,0.689,,4.0,Partial,Medium,Energy recovery (incineration),65.9,PL,Industrial collection,BR,1.2,13693.0,107.11,,4.2,EPD (Environmental Product Declaration); RoHS Directive 2011/65/EU; ISO 14001:2015; Bluesign®,,True,True,False,True,0.678,Medium,Intertek,2018-06-15,2020-06-14,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00697,Electronics,Semiconductor Wafer (Si),Covestro AG (DE),RO,2018-04-01,v5.8,unit,8.725,6,27.24,25.48,47.28,9.5,2.7,Germanium: 8.4045%; Gallium: 2.3939%; Cobalt: 6.9443%,17.7427,Beryllium; Hexavalent Chromium,True,4662.8,969.86,1184.35,1799.84,708.75,20.8,25.4,38.6,15.2,100,106.89,7.3,3324.29,186.123,2.64785,7.93354,0.538238,0.6302034,59.5,6.8,0.803,186.0,2.0,Partial,Low,Composting (bio-based only),22.7,AT,Municipal WEEE,PH,2.9,9683.0,21.121,False,8.0,FSC Certified,True,True,,False,True,0.661,High,DNV,2018-08-11,2023-08-10,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-ELE-00698,Electronics,Power Electronics Inverter,Johnson Matthey PLC (UK),FI,2020-01-19,v2.9,unit,47.942,5,30.22,,,13.3,,Cobalt: 8.3444%; Platinum: 3.9586%,12.303,None declared,False,79872.23,11661.35,29792.34,4792.33,33626.21,14.6,37.3,6.0,42.1,,159.45,18.1,13032.12,182.817,30.86266,8.54736,2.816862,1.9912515,59.5,1.4,0.732,87.0,3.0,No,Not assessed,Landfill (residual waste),45.7,PT,PRO (Producer Responsibility),NG,9.2,9129.0,109.416,False,4.6,ISO 50001,True,,False,False,True,0.919,High,DEKRA,2020-04-03,2025-04-02,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-ELE-00699,Electronics,"Laptop Computer 15""",Saint-Gobain (FR),RO,2024-09-08,v3.3,unit,71.024,12,51.25,40.32,8.43,20.4,3.2,Cobalt: 5.7343%; Indium: 3.4657%; Tantalum: 7.0298%,16.2298,None declared,False,268731.25,67182.81,64764.23,80888.11,55896.1,,24.1,30.1,20.8,100,1169.79,13.4,33130.61,4.265,,8.05915,2.913601,0.2847693,53.2,7.4,0.348,223.0,9.0,Partial,Medium,Composting (bio-based only),74.0,CN,Not established,DRC,5.6,12753.0,226.442,False,1.9,Bluesign®; EU Battery Regulation 2023/1542; ISO 50001; CE Marking; EN 15804+A2,True,False,True,False,True,0.604,Low,Self-declared,2024-12-19,2028-12-18,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-ELE-00700,Electronics,RFID Tag Array,Holcim Group (CH),AT,2021-07-21,v5.0,unit,43.549,11,,16.45,47.15,27.0,1.4,Cobalt: 3.9571%; Germanium: 1.3822%; Dysprosium: 0.1336%,5.4729,None declared,False,53846.24,18630.8,19707.72,18200.03,-2692.31,34.6,36.6,,-5.0,100,1098.74,4.3,17028.03,94.844,1.13245,17.00192,0.839856,1.6094824,30.3,1.4,0.542,157.0,7.0,Partial,Not assessed,Landfill (residual waste),96.0,PT,Not established,PE,7.5,14285.0,155.524,False,3.9,ISO 14040/44 LCA,False,True,True,False,True,0.742,Low,Intertek,2021-12-04,2026-12-03,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00701,Electronics,Printed Circuit Board (multilayer),Samsung Electronics (KR),FI,2018-04-01,v2.6,unit,158.1,8,38.22,61.78,0,1.0,2.4,Indium: 7.3100%; Cobalt: 0.6857%,7.9957,None declared,False,345971.15,107597.03,113824.51,70924.09,,31.1,32.9,20.5,15.5,100,2490.67,39.4,66945.22,59.8,36.32691,,2.09732,0.1023632,46.6,8.7,0.58,35.0,0.0,No,Not assessed,Chemical recycling (pyrolysis),92.5,NO,Not established,RU,6.5,8421.0,332.84,False,9.1,OEKO-TEX® STANDARD 100; ESPR Regulation EU/2024/1781; Cradle to Cradle Certified,True,False,True,False,True,0.776,High,Bureau Veritas,2018-05-31,2023-05-30,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00702,Electronics,Smartphone (flagship),Verkor SAS (FR),SE,2018-08-13,v1.0,unit,115.62,7,32.05,41.26,26.69,4.3,2.1,Platinum: 0.5147%; Cobalt: 1.3429%; Germanium: 0.5257%,2.3833,Mercury (LCD); Beryllium,,,122509.71,83512.63,140536.67,21338.03,33.3,22.7,38.2,5.8,100,867.95,0.6,46901.26,154.084,15.97814,15.13313,3.359877,0.7441304,17.1,3.9,0.85,234.0,4.0,No,High,Composting (bio-based only),79.5,CN,Take-back scheme,AU,2.9,10356.0,299.34,True,8.9,REACH Reg. EC/1907/2006; FSC Certified; WEEE Directive 2012/19/EU; CE Marking; EN 15804+A2,False,True,False,False,True,0.912,Medium,Bureau Veritas,2018-11-27,2022-11-26,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-ELE-00703,Electronics,Power Electronics Inverter,Automotive Cells Co. (FR),FR,2018-02-24,v3.9,unit,87.665,11,38.91,61.09,0,3.5,,Germanium: 0.7858%,0.7858,None declared,False,67018.45,7439.05,14475.99,12130.34,32973.08,11.1,21.6,18.1,49.2,100,1898.33,80.1,20369.22,172.065,34.03921,13.33763,4.312253,0.2667182,,,0.437,149.0,2.0,Partial,High,Upcycling to new application,74.6,ES,Industrial collection,CA,4.2,17077.0,374.264,False,2.3,RoHS Directive 2011/65/EU; REACH Reg. EC/1907/2006; EU Battery Regulation 2023/1542; WEEE Directive 2012/19/EU,True,,True,False,True,0.74,High,Intertek,2018-03-30,2021-03-29,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00704,Electronics,"Laptop Computer 15""",Northvolt AB (SE),HU,2023-06-29,v5.8,unit,172.422,8,36.7,27.38,35.92,23.7,4.1,Palladium: 7.2034%,7.2034,PBDE,True,114336.52,20809.25,18179.51,9604.27,65743.5,18.2,15.9,8.4,57.5,100,3257.49,6.1,6698.5,11.326,40.46494,17.85345,0.814671,1.7518941,7.2,2.9,0.606,140.0,4.0,Yes,High,Hydrometallurgical recovery,45.0,PE,Not established,IN,3.5,13203.0,569.122,True,5.2,OEKO-TEX® STANDARD 100; WEEE Directive 2012/19/EU; REACH Reg. EC/1907/2006,True,True,False,False,True,0.655,Low,Self-declared,2023-12-25,2027-12-24,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00705,Electronics,LED Display Panel,Arkema SA (FR),RO,2020-12-15,v1.3,unit,6.986,9,60.84,39.16,0,17.2,4.1,Tantalum: 0.9237%; Dysprosium: 2.2573%; Gallium: 7.8426%,11.0236,Mercury (LCD),True,17407.18,2071.45,7049.91,3046.26,,11.9,40.5,17.5,30.1,100,88.32,57.7,977.67,42.211,9.22524,2.91168,2.200459,1.9010612,46.2,3.1,0.87,102.0,1.0,No,High,Hydrometallurgical recovery,76.6,IT,PRO (Producer Responsibility),PH,2.7,10522.0,18.377,False,8.0,OEKO-TEX® STANDARD 100; ISO 50001; FSC Certified; WEEE Directive 2012/19/EU,True,True,True,False,True,0.468,High,Intertek,2021-03-24,2022-03-24,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-ELE-00706,Electronics,Tablet Computer,Saint-Gobain (FR),CZ,2025-09-11,v1.6,unit,107.977,15,12.47,24.82,62.71,1.0,2.9,Indium: 1.3747%; Platinum: 5.2063%; Tantalum: 7.0510%,13.632,None declared,False,121206.11,48240.03,34786.15,7878.4,30301.53,39.8,28.7,6.5,25.0,100,2768.85,43.7,5851.19,21.22,3.27049,1.03672,4.528778,0.9574096,11.6,1.2,0.798,120.0,15.0,Partial,Not assessed,Pyrometallurgical smelting,51.9,CH,Industrial collection,CN,4.4,2213.0,59.738,False,5.4,Bluesign®; ISO 14001:2015; EN 15804+A2; FSC Certified,True,True,False,False,True,0.725,Medium,Intertek,2026-01-22,2027-01-22,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-ELE-00707,Electronics,"Laptop Computer 15""",Eileen Fisher (US),HU,2023-10-21,v2.6,unit,74.046,15,8.24,25.71,66.05,25.1,1.6,Tantalum: 2.7762%,2.7762,Beryllium; Hexavalent Chromium,True,154284.08,52610.87,49679.47,,18051.24,34.1,32.2,22.0,11.7,100,12.19,80.3,13599.81,194.172,20.14988,10.13548,0.49275,,37.8,8.9,0.429,220.0,7.0,Yes,Low,Upcycling to new application,25.5,ES,Not established,ZA,2.9,11131.0,206.052,False,3.3,FSC Certified; ESPR Regulation EU/2024/1781; Cradle to Cradle Certified; WEEE Directive 2012/19/EU; ISO 14001:2015,False,True,True,False,True,0.951,Low,Bureau Veritas,2024-01-28,2025-01-27,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-ELE-00708,Electronics,Industrial Robot Controller,Infineon (DE),NL,2021-07-21,v1.8,unit,65.382,8,30.47,69.53,0,16.7,4.9,Gold: 3.6477%,3.6477,Lead solder (legacy); Hexavalent Chromium,True,154457.26,32899.4,64563.13,53905.58,3089.15,21.3,41.8,34.9,2.0,100,28.62,39.9,6039.99,158.484,46.93615,3.08314,0.121521,1.7444888,25.8,4.5,0.663,143.0,3.0,No,Not assessed,Pyrometallurgical smelting,31.5,PL,Municipal WEEE,PH,1.8,16668.0,272.447,False,1.0,OEKO-TEX® STANDARD 100; Bluesign®; REACH Reg. EC/1907/2006; ISO 50001; ESPR Regulation EU/2024/1781,True,True,True,False,True,0.903,Low,Intertek,2022-01-04,2025-01-03,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-ELE-00709,Electronics,Wireless Earbuds,Vishay Intertechnology (US),FR,2019-02-19,v1.2,unit,93.391,2,8.73,31.96,59.31,7.8,1.4,Neodymium: 7.7179%; Cobalt: 3.9788%; Gallium: 5.8295%,17.5262,Beryllium; Mercury (LCD),True,177054.21,55063.86,72238.12,41253.63,8498.6,31.1,40.8,23.3,4.8,100,3683.75,25.1,18986.43,67.84,24.71493,16.20751,2.536649,1.3146077,9.1,9.1,0.952,99.0,1.0,Partial,High,Hydrometallurgical recovery,60.0,AU,Industrial collection,CN,4.1,12953.0,302.423,False,4.0,ISO 14040/44 LCA; EPD (Environmental Product Declaration),True,False,True,False,True,0.472,High,Bureau Veritas,2019-06-10,2023-06-09,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-ELE-00710,Electronics,Industrial IoT Sensor Module,Victrex PLC (UK),AT,2025-02-21,v3.7,unit,173.864,2,7.19,29.24,63.57,23.5,1,Cobalt: 3.3419%; Indium: 5.2163%,8.5582,PBDE,True,325503.91,73238.38,155916.37,23761.79,72587.37,22.5,47.9,7.3,22.3,100,5594.55,26.2,9024.1,124.319,31.69576,12.7393,4.278318,1.2107237,29.7,3.1,0.389,,0.0,Yes,High,Energy recovery (incineration),94.4,ZA,Not established,NG,3.5,1963.0,85.324,False,4.2,WEEE Directive 2012/19/EU,True,True,True,False,True,0.533,Medium,SGS,2025-04-02,2027-04-02,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-ELE-00711,Electronics,Tablet Computer,Evonik Industries (DE),DE,2025-11-06,v2.1,unit,0.858,11,27.47,24.38,48.15,20.9,3,Tantalum: 2.0823%,2.0823,Lead solder (legacy); Hexavalent Chromium,True,300.62,91.39,100.71,90.49,18.04,30.4,33.5,30.1,6.0,100,36.06,49.3,179.94,10.057,48.7812,14.69539,3.484512,0.1309818,66.4,9.8,0.485,90.0,1.0,No,Low,Pyrometallurgical smelting,13.2,CZ,PRO (Producer Responsibility),PH,2.7,10220.0,2.192,True,3.6,EN 15804+A2; WEEE Directive 2012/19/EU,True,True,True,False,True,0.987,High,Intertek,2025-12-29,2027-12-29,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-ELE-00712,Electronics,Wireless Earbuds,EcoTex Nordic (SE),AT,2024-05-28,v2.7,unit,60.192,13,16.82,,67.03,7.3,0.5,Indium: 1.1239%; Neodymium: 1.7584%,2.8823,Mercury (LCD),True,36519.77,7523.07,,3067.66,8143.91,20.6,48.7,8.4,22.3,100,2502.06,33.8,7808.13,83.479,40.28697,11.11792,1.662502,1.4038203,46.1,5.8,0.954,230.0,11.0,Yes,High,Pyrometallurgical smelting,31.5,DK,Take-back scheme,NG,4.9,12369.0,186.129,,9.4,EPD (Environmental Product Declaration); EN 15804+A2; ISO 50001,True,False,True,False,True,0.886,Medium,DEKRA,2024-08-17,2029-08-16,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-ELE-00713,Electronics,LED Display Panel,Lanxess AG (DE),FI,2024-09-28,v1.0,unit,44.445,3,52.22,10.75,37.03,26.9,4.1,Gallium: 6.6234%; Indium: 1.7745%; Palladium: 5.9879%,14.3858,Mercury (LCD),True,61630.37,21509.0,27055.73,6717.71,6347.93,34.9,,10.9,10.3,,1857.14,56.2,3697.93,54.024,0.46128,14.18909,4.510507,1.4860291,33.9,7.9,0.463,24.0,2.0,Partial,Not assessed,Hydrometallurgical recovery,,PT,Industrial collection,MX,7.7,3666.0,40.734,False,4.3,WEEE Directive 2012/19/EU; Bluesign®; EN 15804+A2; Cradle to Cradle Certified; EU Battery Regulation 2023/1542,True,False,True,False,True,0.933,Medium,DNV,2024-12-20,2029-12-19,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-ELE-00714,Electronics,Wireless Earbuds,Infineon (DE),CZ,2018-09-30,v4.7,unit,66.289,3,47.04,18.3,34.66,9.3,2.2,Gold: 8.3514%; Indium: 0.1174%; Gallium: 1.1741%,9.6429,Mercury (LCD); Hexavalent Chromium,True,191616.02,63233.29,89867.91,27401.09,11113.73,33.0,46.9,14.3,5.8,100,988.11,21.9,10872.03,199.072,45.53001,7.53314,1.507426,1.9483078,,6.8,0.42,149.0,1.0,Yes,High,Direct reuse / refurbishment,11.8,NO,Industrial collection,DRC,7.2,4897.0,81.154,False,8.5,ISO 14001:2015,True,,False,False,True,0.486,Low,DNV,2019-02-22,2024-02-21,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-ELE-00715,Electronics,Power Electronics Inverter,HeidelbergMaterials (DE),FR,2022-12-15,v2.4,unit,189.455,14,17.6,7.08,75.32,7.3,4.1,Dysprosium: 6.7786%; Platinum: 5.6388%; Gallium: 6.9877%,19.4051,Beryllium,True,54978.71,19077.61,23365.95,16603.57,-4068.42,34.7,42.5,30.2,-7.4,100,3429.58,61.1,21738.75,35.547,3.93208,10.33798,3.850037,0.8110256,14.5,2.2,0.919,23.0,14.0,Partial,Not assessed,Composting (bio-based only),35.2,RO,Take-back scheme,DRC,9.6,12797.0,606.114,False,5.6,OEKO-TEX® STANDARD 100; ISO 50001; EN 15804+A2; ISO 14001:2015; EPD (Environmental Product Declaration),False,True,True,False,True,0.766,High,Bureau Veritas,2023-03-04,2025-03-03,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-ELE-00716,Electronics,Automotive ECU Module,EnerTeck (FR),SE,2018-12-19,v1.9,unit,115.029,3,9.88,20.51,69.61,1.8,2.5,Platinum: 3.4757%,3.4757,None declared,False,294269.47,38549.3,111528.13,17361.9,126830.14,13.1,,5.9,43.1,100,2020.84,21.0,52902.59,126.146,40.77985,9.27682,0.236696,1.6063562,19.5,2.3,0.551,89.0,2.0,Yes,High,Second-life cascade application,63.1,CZ,Industrial collection,CL,6.4,3341.0,96.078,True,9.4,FSC Certified; RoHS Directive 2011/65/EU; ISO 14001:2015,True,True,False,False,True,0.452,Medium,DEKRA,2019-03-14,2021-03-13,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-ELE-00717,Electronics,"Laptop Computer 15""",Northvolt AB (SE),DE,2023-02-27,v3.7,unit,13.951,15,20.16,79.84,0,6.9,4.5,Dysprosium: 1.7086%; Germanium: 7.3075%; Cobalt: 4.8919%,13.908,PBDE; Hexavalent Chromium,True,50990.28,6220.81,14175.3,19274.33,11319.84,12.2,27.8,37.8,22.2,100,4401.014,57.5,1081.0,142.923,13.40423,14.17558,3.260949,1.376124,16.1,4.3,0.491,156.0,10.0,Partial,Medium,Mechanical recycling,72.0,PL,Not established,ZA,7.4,12319.0,42.966,False,2.8,ISO 14001:2015,False,True,True,False,True,0.85,Medium,SGS,2023-07-21,2027-07-20,ESPR 2024/1781 v1.0,Third-party audit,True,Energy consumption outlier,Medium,,,
